2009-01-05,27.05,27.94,27.05,27.89,2690074.0,14110202.0
2009-01-06,27.89,29.15,27.68,28.84,4378368.0,23585540.0
2009-01-07,28.84,29.57,28.47,29.31,4783088.0,26500948.0
2009-01-08,28.73,29.68,28.31,28.63,3920792.0,21532820.0
2009-01-09,29.21,30.0,28.94,29.94,6252773.0,35067484.0
2009-01-12,29.52,30.47,29.47,29.73,4783979.0,27232076.0
2009-01-13,29.47,29.47,28.31,28.47,3423440.0,18668176.0
2009-01-14,28.1,29.42,28.1,29.36,2884106.0,15826266.0
2009-01-15,29.15,30.16,28.94,29.79,4694771.0,26303000.0
2009-01-16,29.79,31.0,29.79,30.31,9133513.0,52967232.0
2009-01-19,31.05,31.21,30.1,30.52,10207313.0,59327048.0
2009-01-20,30.52,31.16,29.79,31.1,5052304.0,29304128.0
2009-01-21,30.79,31.63,30.42,30.89,4992382.0,29449404.0
2009-01-22,32.26,32.95,31.32,31.68,8903489.0,54154216.0
2009-01-23,31.32,31.89,30.89,31.1,4564217.0,27080208.0
2009-02-02,31.79,31.79,30.89,31.47,3526741.0,20863766.0
2009-02-03,31.47,32.16,31.1,32.11,5175718.0,31157836.0
2009-02-04,32.1,32.63,31.79,32.58,5809217.0,35466044.0
2009-02-05,32.47,32.53,31.32,31.63,5932648.0,35881152.0
2009-02-06,31.63,33.11,31.63,32.79,6181491.0,38051568.0
2009-02-09,32.95,33.48,32.58,33.48,6605028.0,41408928.0
2009-02-10,33.21,35.22,32.95,35.11,7915341.0,50949452.0
2009-02-11,34.64,36.22,34.11,35.95,10728079.0,71347568.0
2009-02-12,35.9,36.16,34.48,35.85,8490136.0,56932256.0
2009-02-13,35.74,37.8,35.48,37.69,11339816.0,79362896.0
2009-02-16,38.64,40.59,38.43,40.01,20478748.0,152704240.0
2009-02-17,39.59,39.59,37.69,37.75,9178180.0,66883504.0
2009-02-18,37.53,38.64,36.01,36.64,6741638.0,47911552.0
2009-02-19,36.69,37.53,36.22,37.22,4075869.0,28533232.0
2009-02-20,37.22,38.27,36.69,38.22,4191623.0,29851970.0
2009-02-23,38.75,39.27,37.75,39.01,5244061.0,38472464.0
2009-02-24,38.33,39.01,36.48,36.96,7165938.0,50928472.0
2009-02-25,36.9,37.85,35.85,37.69,7882264.0,55071696.0
2009-02-26,37.85,38.54,33.95,34.53,5435812.0,38096508.0
2009-02-27,34.42,34.42,31.63,31.74,5886937.0,36209164.0
2009-03-02,31.37,34.11,31.1,34.06,7305662.0,45915940.0
2009-03-03,34.21,37.27,33.74,37.06,16631743.0,113123752.0
2009-03-04,36.9,38.75,36.38,38.64,16491535.0,117199232.0
2009-03-05,38.75,38.75,37.11,37.85,11319894.0,81361056.0
2009-03-06,37.22,38.38,36.9,37.69,5225359.0,37410880.0
2009-03-09,37.85,38.22,34.58,34.64,6767926.0,46640320.0
2009-03-10,33.84,36.06,33.84,36.01,3725597.0,24694960.0
2009-03-12,35.32,35.53,34.0,35.22,2980832.0,19654382.0
2009-03-13,35.32,35.59,34.16,34.32,2975970.0,19680108.0
2009-03-16,34.32,35.8,34.16,35.59,3448032.0,22875756.0
2009-03-17,35.69,38.01,35.69,37.96,8756482.0,61826728.0
2009-03-18,39.54,39.8,38.54,38.91,13708569.0,101811448.0
2009-03-19,38.96,41.12,38.27,40.91,13662082.0,103652352.0
2009-03-20,40.7,41.91,39.27,40.33,10184563.0,78558000.0
2009-03-23,40.33,42.7,39.7,42.6,12375837.0,98675296.0
2009-03-24,42.7,42.97,41.65,42.28,7990643.0,63995756.0
2009-03-25,42.07,42.23,40.07,40.17,7628466.0,59749552.0
2009-03-26,40.28,41.28,39.33,41.12,6424352.0,49209520.0
2009-03-27,41.44,41.44,40.07,40.49,5050963.0,38959200.0
2009-03-30,40.54,40.96,39.54,39.96,4443663.0,33795408.0
